alt,temp R,presure lb/ft^2,density slug/ft^3,,
12551,473.931134,1316.640238,0.001618498439,,
12552,473.927568,1316.588143,0.001618446579,,
12553,473.924002,1316.53605,0.001618394719,,
12554,473.920436,1316.483958,0.001618342861,,
12555,473.91687,1316.431868,0.001618291004,,
12556,473.913304,1316.37978,0.001618239148,,
12557,473.909738,1316.327693,0.001618187293,,
12558,473.906172,1316.275608,0.00161813544,,
12559,473.902606,1316.223525,0.001618083588,,
12560,473.89904,1316.171443,0.001618031737,,
12561,473.895474,1316.119363,0.001617979888,,
12562,473.891908,1316.067285,0.00161792804,,
12563,473.888342,1316.015208,0.001617876193,,
12564,473.884776,1315.963133,0.001617824347,,
12565,473.88121,1315.91106,0.001617772503,,
12566,473.877644,1315.858988,0.00161772066,,
12567,473.874078,1315.806918,0.001617668818,,
12568,473.870512,1315.75485,0.001617616977,,
12569,473.866946,1315.702783,0.001617565138,,
12570,473.86338,1315.650718,0.0016175133,,
12571,473.859814,1315.598655,0.001617461463,,
12572,473.856248,1315.546593,0.001617409628,,
12573,473.852682,1315.494533,0.001617357794,,
12574,473.849116,1315.442475,0.001617305961,,
12575,473.84555,1315.390418,0.001617254129,,
12576,473.841984,1315.338363,0.001617202299,,
12577,473.838418,1315.28631,0.00161715047,,
12578,473.834852,1315.234258,0.001617098642,,
12579,473.831286,1315.182208,0.001617046815,,
12580,473.82772,1315.13016,0.00161699499,,
12581,473.824154,1315.078113,0.001616943166,,
12582,473.820588,1315.026068,0.001616891343,,
12583,473.817022,1314.974025,0.001616839522,,
12584,473.813456,1314.921983,0.001616787702,,
12585,473.80989,1314.869943,0.001616735883,,
12586,473.806324,1314.817905,0.001616684065,,
12587,473.802758,1314.765868,0.001616632249,,
12588,473.799192,1314.713833,0.001616580433,,
12589,473.795626,1314.6618,0.00161652862,,
12590,473.79206,1314.609768,0.001616476807,,
12591,473.788494,1314.557738,0.001616424996,,
12592,473.784928,1314.50571,0.001616373186,,
12593,473.781362,1314.453683,0.001616321377,,
12594,473.777796,1314.401658,0.001616269569,,
12595,473.77423,1314.349635,0.001616217763,,
12596,473.770664,1314.297613,0.001616165958,,
12597,473.767098,1314.245593,0.001616114155,,
12598,473.763532,1314.193575,0.001616062352,,
12599,473.759966,1314.141559,0.001616010551,,
12600,473.7564,1314.089544,0.001615958751,,
12601,473.752834,1314.03753,0.001615906953,,
12602,473.749268,1313.985519,0.001615855155,,
12603,473.745702,1313.933509,0.001615803359,,
12604,473.742136,1313.8815,0.001615751564,,
12605,473.73857,1313.829494,0.001615699771,,
12606,473.735004,1313.777489,0.001615647979,,
12607,473.731438,1313.725485,0.001615596188,,
12608,473.727872,1313.673484,0.001615544398,,
12609,473.724306,1313.621484,0.001615492609,,
12610,473.72074,1313.569486,0.001615440822,,
12611,473.717174,1313.517489,0.001615389036,,
12612,473.713608,1313.465494,0.001615337252,,
12613,473.710042,1313.413501,0.001615285468,,
12614,473.706476,1313.361509,0.001615233686,,
12615,473.70291,1313.309519,0.001615181905,,
12616,473.699344,1313.257531,0.001615130126,,
12617,473.695778,1313.205544,0.001615078348,,
12618,473.692212,1313.153559,0.001615026571,,
12619,473.688646,1313.101576,0.001614974795,,
12620,473.68508,1313.049594,0.00161492302,,
12621,473.681514,1312.997614,0.001614871247,,
12622,473.677948,1312.945636,0.001614819475,,
12623,473.674382,1312.893659,0.001614767705,,
12624,473.670816,1312.841685,0.001614715935,,
12625,473.66725,1312.789711,0.001614664167,,
12626,473.663684,1312.73774,0.0016146124,,
12627,473.660118,1312.68577,0.001614560635,,
12628,473.656552,1312.633801,0.00161450887,,
12629,473.652986,1312.581835,0.001614457107,,
12630,473.64942,1312.52987,0.001614405346,,
12631,473.645854,1312.477906,0.001614353585,,
12632,473.642288,1312.425945,0.001614301826,,
12633,473.638722,1312.373985,0.001614250068,,
12634,473.635156,1312.322027,0.001614198311,,
12635,473.63159,1312.27007,0.001614146556,,
12636,473.628024,1312.218115,0.001614094802,,
12637,473.624458,1312.166162,0.001614043049,,
12638,473.620892,1312.11421,0.001613991297,,
12639,473.617326,1312.06226,0.001613939547,,
12640,473.61376,1312.010312,0.001613887798,,
12641,473.610194,1311.958365,0.00161383605,,
12642,473.606628,1311.90642,0.001613784303,,
12643,473.603062,1311.854477,0.001613732558,,
12644,473.599496,1311.802535,0.001613680814,,
12645,473.59593,1311.750595,0.001613629072,,
12646,473.592364,1311.698657,0.00161357733,,
12647,473.588798,1311.64672,0.00161352559,,
12648,473.585232,1311.594785,0.001613473851,,
12649,473.581666,1311.542852,0.001613422113,,
12650,473.5781,1311.49092,0.001613370377,,
12651,473.574534,1311.43899,0.001613318642,,
12652,473.570968,1311.387062,0.001613266908,,
12653,473.567402,1311.335135,0.001613215175,,
12654,473.563836,1311.28321,0.001613163444,,
12655,473.56027,1311.231287,0.001613111714,,
12656,473.556704,1311.179365,0.001613059985,,
12657,473.553138,1311.127445,0.001613008258,,
12658,473.549572,1311.075527,0.001612956532,,
12659,473.546006,1311.02361,0.001612904807,,
12660,473.54244,1310.971695,0.001612853083,,
12661,473.538874,1310.919782,0.001612801361,,
12662,473.535308,1310.86787,0.001612749639,,
12663,473.531742,1310.81596,0.00161269792,,
12664,473.528176,1310.764052,0.001612646201,,
12665,473.52461,1310.712145,0.001612594484,,
12666,473.521044,1310.66024,0.001612542768,,
12667,473.517478,1310.608337,0.001612491053,,
12668,473.513912,1310.556435,0.001612439339,,
12669,473.510346,1310.504535,0.001612387627,,
12670,473.50678,1310.452637,0.001612335916,,
12671,473.503214,1310.40074,0.001612284206,,
12672,473.499648,1310.348845,0.001612232498,,
12673,473.496082,1310.296952,0.001612180791,,
12674,473.492516,1310.24506,0.001612129085,,
12675,473.48895,1310.19317,0.00161207738,,
12676,473.485384,1310.141282,0.001612025677,,
12677,473.481818,1310.089395,0.001611973975,,
12678,473.478252,1310.03751,0.001611922274,,
12679,473.474686,1309.985627,0.001611870574,,
12680,473.47112,1309.933745,0.001611818876,,
12681,473.467554,1309.881865,0.001611767179,,
12682,473.463988,1309.829987,0.001611715483,,
12683,473.460422,1309.77811,0.001611663789,,
12684,473.456856,1309.726235,0.001611612095,,
12685,473.45329,1309.674361,0.001611560403,,
12686,473.449724,1309.62249,0.001611508713,,
12687,473.446158,1309.57062,0.001611457023,,
12688,473.442592,1309.518751,0.001611405335,,
12689,473.439026,1309.466884,0.001611353648,,
12690,473.43546,1309.415019,0.001611301963,,
12691,473.431894,1309.363156,0.001611250278,,
12692,473.428328,1309.311294,0.001611198595,,
12693,473.424762,1309.259434,0.001611146913,,
12694,473.421196,1309.207576,0.001611095233,,
12695,473.41763,1309.155719,0.001611043554,,
12696,473.414064,1309.103864,0.001610991876,,
12697,473.410498,1309.05201,0.001610940199,,
12698,473.406932,1309.000159,0.001610888523,,
12699,473.403366,1308.948309,0.001610836849,,
12700,473.3998,1308.89646,0.001610785176,,
12701,473.396234,1308.844613,0.001610733505,,
12702,473.392668,1308.792768,0.001610681834,,
12703,473.389102,1308.740925,0.001610630165,,
12704,473.385536,1308.689083,0.001610578497,,
12705,473.38197,1308.637243,0.001610526831,,
12706,473.378404,1308.585404,0.001610475165,,
12707,473.374838,1308.533568,0.001610423501,,
12708,473.371272,1308.481733,0.001610371839,,
12709,473.367706,1308.429899,0.001610320177,,
12710,473.36414,1308.378067,0.001610268517,,
12711,473.360574,1308.326237,0.001610216858,,
12712,473.357008,1308.274409,0.0016101652,,
12713,473.353442,1308.222582,0.001610113544,,
12714,473.349876,1308.170757,0.001610061889,,
12715,473.34631,1308.118933,0.001610010235,,
12716,473.342744,1308.067111,0.001609958582,,
12717,473.339178,1308.015291,0.001609906931,,
12718,473.335612,1307.963473,0.001609855281,,
12719,473.332046,1307.911656,0.001609803632,,
12720,473.32848,1307.859841,0.001609751984,,
12721,473.324914,1307.808027,0.001609700338,,
12722,473.321348,1307.756215,0.001609648693,,
12723,473.317782,1307.704405,0.001609597049,,
12724,473.314216,1307.652597,0.001609545407,,
12725,473.31065,1307.60079,0.001609493765,,
12726,473.307084,1307.548985,0.001609442125,,
12727,473.303518,1307.497181,0.001609390487,,
12728,473.299952,1307.445379,0.001609338849,,
12729,473.296386,1307.393579,0.001609287213,,
12730,473.29282,1307.34178,0.001609235578,,
12731,473.289254,1307.289983,0.001609183945,,
12732,473.285688,1307.238188,0.001609132312,,
12733,473.282122,1307.186395,0.001609080681,,
12734,473.278556,1307.134603,0.001609029051,,
12735,473.27499,1307.082812,0.001608977423,,
12736,473.271424,1307.031024,0.001608925795,,
12737,473.267858,1306.979237,0.001608874169,,
12738,473.264292,1306.927452,0.001608822545,,
12739,473.260726,1306.875668,0.001608770921,,
12740,473.25716,1306.823886,0.001608719299,,
12741,473.253594,1306.772106,0.001608667678,,
12742,473.250028,1306.720327,0.001608616058,,
12743,473.246462,1306.66855,0.00160856444,,
12744,473.242896,1306.616775,0.001608512823,,
12745,473.23933,1306.565001,0.001608461207,,
12746,473.235764,1306.513229,0.001608409592,,
12747,473.232198,1306.461459,0.001608357979,,
12748,473.228632,1306.40969,0.001608306367,,
12749,473.225066,1306.357923,0.001608254756,,
12750,473.2215,1306.306158,0.001608203147,,
12751,473.217934,1306.254394,0.001608151538,,
12752,473.214368,1306.202632,0.001608099931,,
12753,473.210802,1306.150872,0.001608048326,,
12754,473.207236,1306.099113,0.001607996721,,
12755,473.20367,1306.047356,0.001607945118,,
12756,473.200104,1305.995601,0.001607893516,,
12757,473.196538,1305.943847,0.001607841915,,
12758,473.192972,1305.892095,0.001607790316,,
12759,473.189406,1305.840345,0.001607738718,,
12760,473.18584,1305.788596,0.001607687121,,
12761,473.182274,1305.736849,0.001607635525,,
12762,473.178708,1305.685104,0.001607583931,,
12763,473.175142,1305.63336,0.001607532338,,
12764,473.171576,1305.581618,0.001607480746,,
12765,473.16801,1305.529878,0.001607429156,,
12766,473.164444,1305.478139,0.001607377566,,
12767,473.160878,1305.426402,0.001607325978,,
12768,473.157312,1305.374666,0.001607274392,,
12769,473.153746,1305.322932,0.001607222806,,
12770,473.15018,1305.2712,0.001607171222,,
12771,473.146614,1305.21947,0.001607119639,,
12772,473.143048,1305.167741,0.001607068057,,
12773,473.139482,1305.116014,0.001607016477,,
12774,473.135916,1305.064289,0.001606964898,,
12775,473.13235,1305.012565,0.00160691332,,
12776,473.128784,1304.960843,0.001606861743,,
12777,473.125218,1304.909122,0.001606810168,,
12778,473.121652,1304.857403,0.001606758594,,
12779,473.118086,1304.805686,0.001606707021,,
12780,473.11452,1304.753971,0.00160665545,,
12781,473.110954,1304.702257,0.001606603879,,
12782,473.107388,1304.650545,0.00160655231,,
12783,473.103822,1304.598834,0.001606500743,,
12784,473.100256,1304.547125,0.001606449176,,
12785,473.09669,1304.495418,0.001606397611,,
12786,473.093124,1304.443712,0.001606346047,,
12787,473.089558,1304.392009,0.001606294485,,
12788,473.085992,1304.340306,0.001606242923,,
12789,473.082426,1304.288606,0.001606191363,,
12790,473.07886,1304.236907,0.001606139804,,
12791,473.075294,1304.18521,0.001606088247,,
12792,473.071728,1304.133514,0.00160603669,,
12793,473.068162,1304.08182,0.001605985135,,
12794,473.064596,1304.030128,0.001605933581,,
12795,473.06103,1303.978437,0.001605882029,,
12796,473.057464,1303.926748,0.001605830478,,
12797,473.053898,1303.875061,0.001605778928,,
12798,473.050332,1303.823375,0.001605727379,,
12799,473.046766,1303.771691,0.001605675831,,
12800,473.0432,1303.720009,0.001605624285,,
12801,473.039634,1303.668328,0.00160557274,,
12802,473.036068,1303.616649,0.001605521197,,
12803,473.032502,1303.564972,0.001605469654,,
12804,473.028936,1303.513296,0.001605418113,,
12805,473.02537,1303.461622,0.001605366573,,
12806,473.021804,1303.40995,0.001605315035,,
12807,473.018238,1303.358279,0.001605263497,,
12808,473.014672,1303.30661,0.001605211961,,
12809,473.011106,1303.254943,0.001605160426,,
12810,473.00754,1303.203277,0.001605108893,,
12811,473.003974,1303.151613,0.001605057361,,
12812,473.000408,1303.099951,0.00160500583,,
12813,472.996842,1303.04829,0.0016049543,,
12814,472.993276,1302.996631,0.001604902771,,
12815,472.98971,1302.944973,0.001604851244,,
12816,472.986144,1302.893318,0.001604799718,,
12817,472.982578,1302.841663,0.001604748193,,
12818,472.979012,1302.790011,0.00160469667,,
12819,472.975446,1302.73836,0.001604645148,,
12820,472.97188,1302.686711,0.001604593627,,
12821,472.968314,1302.635064,0.001604542107,,
12822,472.964748,1302.583418,0.001604490589,,
12823,472.961182,1302.531774,0.001604439072,,
12824,472.957616,1302.480131,0.001604387556,,
12825,472.95405,1302.42849,0.001604336042,,
12826,472.950484,1302.376851,0.001604284528,,
12827,472.946918,1302.325213,0.001604233016,,
12828,472.943352,1302.273578,0.001604181506,,
12829,472.939786,1302.221943,0.001604129996,,
12830,472.93622,1302.170311,0.001604078488,,
12831,472.932654,1302.11868,0.001604026981,,
12832,472.929088,1302.067051,0.001603975475,,
12833,472.925522,1302.015423,0.001603923971,,
12834,472.921956,1301.963797,0.001603872468,,
12835,472.91839,1301.912173,0.001603820966,,
12836,472.914824,1301.86055,0.001603769465,,
12837,472.911258,1301.808929,0.001603717966,,
12838,472.907692,1301.75731,0.001603666468,,
12839,472.904126,1301.705692,0.001603614971,,
12840,472.90056,1301.654076,0.001603563475,,
12841,472.896994,1301.602462,0.001603511981,,
12842,472.893428,1301.550849,0.001603460488,,
12843,472.889862,1301.499238,0.001603408996,,
12844,472.886296,1301.447629,0.001603357506,,
12845,472.88273,1301.396021,0.001603306016,,
12846,472.879164,1301.344415,0.001603254528,,
12847,472.875598,1301.292811,0.001603203042,,
12848,472.872032,1301.241208,0.001603151556,,
12849,472.868466,1301.189607,0.001603100072,,
12850,472.8649,1301.138008,0.001603048589,,
12851,472.861334,1301.08641,0.001602997107,,
12852,472.857768,1301.034814,0.001602945627,,
12853,472.854202,1300.983219,0.001602894148,,
12854,472.850636,1300.931627,0.00160284267,,
12855,472.84707,1300.880035,0.001602791194,,
12856,472.843504,1300.828446,0.001602739718,,
12857,472.839938,1300.776858,0.001602688244,,
12858,472.836372,1300.725272,0.001602636771,,
12859,472.832806,1300.673688,0.0016025853,,
12860,472.82924,1300.622105,0.00160253383,,
12861,472.825674,1300.570524,0.001602482361,,
12862,472.822108,1300.518944,0.001602430893,,
12863,472.818542,1300.467366,0.001602379426,,
12864,472.814976,1300.41579,0.001602327961,,
12865,472.81141,1300.364215,0.001602276497,,
12866,472.807844,1300.312642,0.001602225035,,
12867,472.804278,1300.261071,0.001602173573,,
12868,472.800712,1300.209502,0.001602122113,,
12869,472.797146,1300.157934,0.001602070654,,
12870,472.79358,1300.106367,0.001602019196,,
12871,472.790014,1300.054803,0.00160196774,,
12872,472.786448,1300.00324,0.001601916285,,
12873,472.782882,1299.951679,0.001601864831,,
12874,472.779316,1299.900119,0.001601813379,,
12875,472.77575,1299.848561,0.001601761927,,
12876,472.772184,1299.797005,0.001601710477,,
12877,472.768618,1299.74545,0.001601659029,,
12878,472.765052,1299.693897,0.001601607581,,
12879,472.761486,1299.642345,0.001601556135,,
12880,472.75792,1299.590796,0.00160150469,,
12881,472.754354,1299.539248,0.001601453246,,
12882,472.750788,1299.487701,0.001601401804,,
12883,472.747222,1299.436157,0.001601350363,,
12884,472.743656,1299.384613,0.001601298923,,
12885,472.74009,1299.333072,0.001601247484,,
12886,472.736524,1299.281532,0.001601196047,,
12887,472.732958,1299.229994,0.00160114461,,
12888,472.729392,1299.178458,0.001601093176,,
12889,472.725826,1299.126923,0.001601041742,,
12890,472.72226,1299.07539,0.00160099031,,
12891,472.718694,1299.023858,0.001600938879,,
12892,472.715128,1298.972328,0.001600887449,,
12893,472.711562,1298.9208,0.00160083602,,
12894,472.707996,1298.869274,0.001600784593,,
12895,472.70443,1298.817749,0.001600733167,,
12896,472.700864,1298.766225,0.001600681742,,
12897,472.697298,1298.714704,0.001600630319,,
12898,472.693732,1298.663184,0.001600578897,,
12899,472.690166,1298.611666,0.001600527476,,
12900,472.6866,1298.560149,0.001600476056,,
12901,472.683034,1298.508634,0.001600424638,,
12902,472.679468,1298.457121,0.00160037322,,
12903,472.675902,1298.405609,0.001600321804,,
12904,472.672336,1298.354099,0.00160027039,,
12905,472.66877,1298.302591,0.001600218976,,
12906,472.665204,1298.251084,0.001600167564,,
12907,472.661638,1298.199579,0.001600116154,,
12908,472.658072,1298.148076,0.001600064744,,
12909,472.654506,1298.096574,0.001600013336,,
12910,472.65094,1298.045074,0.001599961929,,
12911,472.647374,1297.993576,0.001599910523,,
12912,472.643808,1297.942079,0.001599859118,,
12913,472.640242,1297.890584,0.001599807715,,
12914,472.636676,1297.83909,0.001599756313,,
12915,472.63311,1297.787599,0.001599704912,,
12916,472.629544,1297.736109,0.001599653513,,
12917,472.625978,1297.68462,0.001599602115,,
12918,472.622412,1297.633133,0.001599550718,,
12919,472.618846,1297.581648,0.001599499322,,
12920,472.61528,1297.530165,0.001599447928,,
12921,472.611714,1297.478683,0.001599396535,,
12922,472.608148,1297.427203,0.001599345143,,
12923,472.604582,1297.375724,0.001599293752,,
12924,472.601016,1297.324247,0.001599242363,,
12925,472.59745,1297.272772,0.001599190975,,
12926,472.593884,1297.221298,0.001599139588,,
12927,472.590318,1297.169826,0.001599088202,,
12928,472.586752,1297.118356,0.001599036818,,
12929,472.583186,1297.066887,0.001598985435,,
12930,472.57962,1297.01542,0.001598934053,,
12931,472.576054,1296.963955,0.001598882673,,
12932,472.572488,1296.912491,0.001598831293,,
12933,472.568922,1296.861029,0.001598779915,,
12934,472.565356,1296.809569,0.001598728539,,
12935,472.56179,1296.75811,0.001598677163,,
12936,472.558224,1296.706653,0.001598625789,,
12937,472.554658,1296.655198,0.001598574416,,
12938,472.551092,1296.603744,0.001598523044,,
12939,472.547526,1296.552292,0.001598471674,,
12940,472.54396,1296.500842,0.001598420305,,
12941,472.540394,1296.449393,0.001598368937,,
12942,472.536828,1296.397946,0.00159831757,,
12943,472.533262,1296.3465,0.001598266205,,
12944,472.529696,1296.295056,0.001598214841,,
12945,472.52613,1296.243614,0.001598163478,,
12946,472.522564,1296.192174,0.001598112117,,
12947,472.518998,1296.140735,0.001598060756,,
12948,472.515432,1296.089298,0.001598009397,,
12949,472.511866,1296.037862,0.001597958039,,
12950,472.5083,1295.986428,0.001597906683,,
12951,472.504734,1295.934996,0.001597855328,,
12952,472.501168,1295.883565,0.001597803974,,
12953,472.497602,1295.832136,0.001597752621,,
12954,472.494036,1295.780709,0.001597701269,,
12955,472.49047,1295.729284,0.001597649919,,
12956,472.486904,1295.67786,0.00159759857,,
12957,472.483338,1295.626437,0.001597547223,,
12958,472.479772,1295.575017,0.001597495876,,
12959,472.476206,1295.523598,0.001597444531,,
12960,472.47264,1295.47218,0.001597393187,,
12961,472.469074,1295.420764,0.001597341845,,
12962,472.465508,1295.36935,0.001597290503,,
12963,472.461942,1295.317938,0.001597239163,,
12964,472.458376,1295.266527,0.001597187824,,
12965,472.45481,1295.215118,0.001597136487,,
12966,472.451244,1295.163711,0.00159708515,,
12967,472.447678,1295.112305,0.001597033815,,
12968,472.444112,1295.060901,0.001596982482,,
12969,472.440546,1295.009498,0.001596931149,,
12970,472.43698,1294.958097,0.001596879818,,
12971,472.433414,1294.906698,0.001596828488,,
12972,472.429848,1294.855301,0.001596777159,,
12973,472.426282,1294.803905,0.001596725832,,
12974,472.422716,1294.75251,0.001596674505,,
12975,472.41915,1294.701118,0.001596623181,,
12976,472.415584,1294.649727,0.001596571857,,
12977,472.412018,1294.598338,0.001596520534,,
12978,472.408452,1294.54695,0.001596469213,,
12979,472.404886,1294.495564,0.001596417893,,
12980,472.40132,1294.44418,0.001596366575,,
12981,472.397754,1294.392797,0.001596315257,,
12982,472.394188,1294.341416,0.001596263941,,
12983,472.390622,1294.290037,0.001596212626,,
12984,472.387056,1294.238659,0.001596161313,,
12985,472.38349,1294.187283,0.001596110001,,
12986,472.379924,1294.135908,0.00159605869,,
12987,472.376358,1294.084536,0.00159600738,,
12988,472.372792,1294.033165,0.001595956071,,
12989,472.369226,1293.981795,0.001595904764,,
12990,472.36566,1293.930427,0.001595853458,,
12991,472.362094,1293.879061,0.001595802153,,
12992,472.358528,1293.827697,0.00159575085,,
12993,472.354962,1293.776334,0.001595699547,,
12994,472.351396,1293.724973,0.001595648246,,
12995,472.34783,1293.673613,0.001595596947,,
12996,472.344264,1293.622255,0.001595545648,,
12997,472.340698,1293.570899,0.001595494351,,
12998,472.337132,1293.519544,0.001595443055,,
12999,472.333566,1293.468191,0.001595391761,,
13000,472.33,1293.41684,0.001595340467,,
13001,472.326434,1293.36549,0.001595289175,,
13002,472.322868,1293.314142,0.001595237884,,
13003,472.319302,1293.262796,0.001595186595,,
13004,472.315736,1293.211451,0.001595135306,,
13005,472.31217,1293.160108,0.001595084019,,
13006,472.308604,1293.108767,0.001595032733,,
13007,472.305038,1293.057427,0.001594981449,,
13008,472.301472,1293.006089,0.001594930166,,
13009,472.297906,1292.954753,0.001594878884,,
13010,472.29434,1292.903418,0.001594827603,,
13011,472.290774,1292.852085,0.001594776323,,
13012,472.287208,1292.800753,0.001594725045,,
13013,472.283642,1292.749423,0.001594673768,,
13014,472.280076,1292.698095,0.001594622492,,
13015,472.27651,1292.646769,0.001594571218,,
13016,472.272944,1292.595444,0.001594519945,,
13017,472.269378,1292.54412,0.001594468673,,
13018,472.265812,1292.492799,0.001594417402,,
13019,472.262246,1292.441479,0.001594366133,,
13020,472.25868,1292.390161,0.001594314864,,
13021,472.255114,1292.338844,0.001594263598,,
13022,472.251548,1292.287529,0.001594212332,,
13023,472.247982,1292.236216,0.001594161068,,
13024,472.244416,1292.184904,0.001594109804,,
13025,472.24085,1292.133594,0.001594058543,,
13026,472.237284,1292.082286,0.001594007282,,
13027,472.233718,1292.030979,0.001593956023,,
13028,472.230152,1291.979674,0.001593904765,,
13029,472.226586,1291.92837,0.001593853508,,
13030,472.22302,1291.877069,0.001593802252,,
13031,472.219454,1291.825768,0.001593750998,,
13032,472.215888,1291.77447,0.001593699745,,
13033,472.212322,1291.723173,0.001593648493,,
13034,472.208756,1291.671878,0.001593597243,,
13035,472.20519,1291.620584,0.001593545994,,
13036,472.201624,1291.569292,0.001593494746,,
13037,472.198058,1291.518002,0.001593443499,,
13038,472.194492,1291.466714,0.001593392253,,
13039,472.190926,1291.415427,0.001593341009,,
13040,472.18736,1291.364141,0.001593289766,,
13041,472.183794,1291.312858,0.001593238525,,
13042,472.180228,1291.261576,0.001593187284,,
13043,472.176662,1291.210295,0.001593136045,,
13044,472.173096,1291.159017,0.001593084807,,
13045,472.16953,1291.10774,0.001593033571,,
13046,472.165964,1291.056464,0.001592982335,,
13047,472.162398,1291.005191,0.001592931101,,
13048,472.158832,1290.953918,0.001592879868,,
13049,472.155266,1290.902648,0.001592828637,,
13050,472.1517,1290.851379,0.001592777406,,
13051,472.148134,1290.800112,0.001592726177,,
13052,472.144568,1290.748847,0.001592674949,,
13053,472.141002,1290.697583,0.001592623723,,
13054,472.137436,1290.64632,0.001592572498,,
13055,472.13387,1290.59506,0.001592521274,,
13056,472.130304,1290.543801,0.001592470051,,
13057,472.126738,1290.492544,0.001592418829,,
13058,472.123172,1290.441288,0.001592367609,,
13059,472.119606,1290.390034,0.00159231639,,
13060,472.11604,1290.338782,0.001592265172,,
13061,472.112474,1290.287531,0.001592213956,,
13062,472.108908,1290.236282,0.001592162741,,
13063,472.105342,1290.185035,0.001592111527,,
13064,472.101776,1290.133789,0.001592060314,,
13065,472.09821,1290.082545,0.001592009103,,
13066,472.094644,1290.031303,0.001591957893,,
13067,472.091078,1289.980062,0.001591906684,,
13068,472.087512,1289.928823,0.001591855476,,
13069,472.083946,1289.877585,0.00159180427,,
13070,472.08038,1289.826349,0.001591753065,,
13071,472.076814,1289.775115,0.001591701861,,
13072,472.073248,1289.723883,0.001591650658,,
13073,472.069682,1289.672652,0.001591599457,,
13074,472.066116,1289.621423,0.001591548257,,
13075,472.06255,1289.570195,0.001591497058,,
13076,472.058984,1289.518969,0.001591445861,,
13077,472.055418,1289.467745,0.001591394664,,
13078,472.051852,1289.416522,0.001591343469,,
13079,472.048286,1289.365301,0.001591292275,,
13080,472.04472,1289.314082,0.001591241083,,
13081,472.041154,1289.262864,0.001591189892,,
13082,472.037588,1289.211648,0.001591138702,,
13083,472.034022,1289.160434,0.001591087513,,
13084,472.030456,1289.109221,0.001591036326,,
13085,472.02689,1289.05801,0.001590985139,,
13086,472.023324,1289.0068,0.001590933954,,
13087,472.019758,1288.955592,0.001590882771,,
13088,472.016192,1288.904386,0.001590831588,,
13089,472.012626,1288.853182,0.001590780407,,
13090,472.00906,1288.801979,0.001590729227,,
13091,472.005494,1288.750778,0.001590678049,,
13092,472.001928,1288.699578,0.001590626871,,
13093,471.998362,1288.64838,0.001590575695,,
13094,471.994796,1288.597184,0.00159052452,,
13095,471.99123,1288.545989,0.001590473347,,
13096,471.987664,1288.494796,0.001590422174,,
13097,471.984098,1288.443605,0.001590371003,,
13098,471.980532,1288.392415,0.001590319833,,
13099,471.976966,1288.341227,0.001590268665,,
13100,471.9734,1288.290041,0.001590217497,,
13101,471.969834,1288.238856,0.001590166331,,
13102,471.966268,1288.187673,0.001590115167,,
13103,471.962702,1288.136491,0.001590064003,,
13104,471.959136,1288.085312,0.001590012841,,
13105,471.95557,1288.034134,0.00158996168,,
13106,471.952004,1287.982957,0.00158991052,,
13107,471.948438,1287.931782,0.001589859362,,
13108,471.944872,1287.880609,0.001589808204,,
13109,471.941306,1287.829437,0.001589757048,,
13110,471.93774,1287.778267,0.001589705894,,
13111,471.934174,1287.727099,0.00158965474,,
13112,471.930608,1287.675932,0.001589603588,,
13113,471.927042,1287.624767,0.001589552437,,
13114,471.923476,1287.573604,0.001589501287,,
13115,471.91991,1287.522442,0.001589450139,,
13116,471.916344,1287.471282,0.001589398992,,
13117,471.912778,1287.420124,0.001589347846,,
13118,471.909212,1287.368967,0.001589296701,,
13119,471.905646,1287.317812,0.001589245558,,
13120,471.90208,1287.266659,0.001589194416,,
13121,471.898514,1287.215507,0.001589143275,,
13122,471.894948,1287.164357,0.001589092135,,
13123,471.891382,1287.113208,0.001589040997,,
13124,471.887816,1287.062061,0.00158898986,,
13125,471.88425,1287.010916,0.001588938724,,
13126,471.880684,1286.959772,0.00158888759,,
13127,471.877118,1286.90863,0.001588836456,,
13128,471.873552,1286.85749,0.001588785324,,
13129,471.869986,1286.806351,0.001588734194,,
13130,471.86642,1286.755214,0.001588683064,,
13131,471.862854,1286.704079,0.001588631936,,
13132,471.859288,1286.652945,0.001588580809,,
13133,471.855722,1286.601813,0.001588529683,,
13134,471.852156,1286.550683,0.001588478559,,
13135,471.84859,1286.499554,0.001588427435,,
13136,471.845024,1286.448427,0.001588376313,,
13137,471.841458,1286.397301,0.001588325193,,
13138,471.837892,1286.346178,0.001588274073,,
13139,471.834326,1286.295055,0.001588222955,,
13140,471.83076,1286.243935,0.001588171838,,
13141,471.827194,1286.192816,0.001588120722,,
13142,471.823628,1286.141699,0.001588069608,,
13143,471.820062,1286.090583,0.001588018495,,
13144,471.816496,1286.039469,0.001587967383,,
13145,471.81293,1285.988357,0.001587916272,,
13146,471.809364,1285.937246,0.001587865163,,
13147,471.805798,1285.886137,0.001587814055,,
13148,471.802232,1285.83503,0.001587762948,,
13149,471.798666,1285.783924,0.001587711842,,
13150,471.7951,1285.73282,0.001587660738,,
13151,471.791534,1285.681717,0.001587609635,,
13152,471.787968,1285.630617,0.001587558533,,
13153,471.784402,1285.579517,0.001587507432,,
13154,471.780836,1285.52842,0.001587456333,,
13155,471.77727,1285.477324,0.001587405235,,
13156,471.773704,1285.42623,0.001587354138,,
13157,471.770138,1285.375137,0.001587303043,,
